,contact?,point_of_contact,lead_author,lead_aff,anchor_author,email_subject,email_message,pub_title,pub_url,published_by,funded_by,cites,pub_snippet,included_adipose,included_bone,included_cells,included_evboost,included_exosome,included_media,included_thesis,included_umbilical_cord
0,No,Wei Guo,Wei Guo,"Department of Neural and Pain Sciences, School of Dentistry &amp; Program in Neuroscience, University of Maryland, Baltimore, MD, USA",Ke Ren,We appreciate your Molecular Pain paper,"Good Day Dr. Guo, I found your 2022 paper - ""Further observations on the behavioral and neural effects of bone marr... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Further observations on the behavioral and neural effects of bone marrow stromal cells in rodent pain models,https://doi.org/10.1177/1744806916658043,Molecular Pain,National Institute of Health grant | The Charles A. King Trust Fellowship | The William Randolph Hearst BWH DOM Young Investigator Award | Prostate Cancer Foundation Young Investigator Award | NIH-Prostate SPORE Grant | Department of Defense Synergy Grant | Movember Prostate Cancer Foundation Challenge Award | ,17,"Background Bone marrow stromal cells (BMSCs) have shown potential to treat chronic pain, 
although much still needs to be learned about their efficacy and mechanisms of action ...",0,1,0,0,0,0,0,0
0,No,Kinstlinger Ian,Kinstlinger Ian,,Miller Jordan,We appreciate your Frontiers in Bioengineering and Biotechnology paper,"Good Day Dr. Ian, I found your 2022 paper - ""Open-source Selective Laser Sintering (OpenSLS) of nylon and biocompat... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Open-source Selective Laser Sintering (OpenSLS) of nylon and biocompatible polycaprolactone,https://doi.org/10.3389/conf.fbioe.2016.01.01852,Frontiers in Bioengineering and Biotechnology,National Institute of Health grant | The Charles A. King Trust Fellowship | The William Randolph Hearst BWH DOM Young Investigator Award | Prostate Cancer Foundation Young Investigator Award | NIH-Prostate SPORE Grant | Department of Defense Synergy Grant | Movember Prostate Cancer Foundation Challenge Award | ,0,"Selective Laser Sintering (SLS) is an additive manufacturing process that uses a laser to fuse 
powdered starting materials into solid 3D structures. Despite the potential for fabrication of ...",0,0,0,0,0,0,0,0
0,No,Carl G. Simon,Carl G. Simon,"Biosystems and Biomaterials Division, National Institute of Standards and Technology, Gaithersburg, Maryland, USA",Anne L. Plant,We appreciate your Stem Cells Translational Medicine paper,"Good Day Dr. Simon, I found your 2022 paper - ""Strategies for Achieving Measurement Assurance for Cell Therapy Produc... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Strategies for Achieving Measurement Assurance for Cell Therapy Products,https://doi.org/10.5966/sctm.2015-0269,Stem Cells Translational Medicine,NIH | California Institute for Regenerative Medicine Clinical Fellow Training | ,30,"The regenerative medicine industry has identified the lack of reliable methods for measuring 
critical cell attributes as possibly the single greatest challenge facing the field. There are ...",0,0,0,0,0,0,0,0
0,No,Oliver W. Gramlich,Oliver W. Gramlich,,James A. Ankrum,We appreciate your Scientific Reports paper,"Good Day Dr. Gramlich, I found your 2022 paper - ""Cryopreserved Mesenchymal Stromal Cells Maintain Potency in a Retinal ... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Cryopreserved Mesenchymal Stromal Cells Maintain Potency in a Retinal Ischemia/Reperfusion Injury Model: Toward an off-the-shelf Therapy,https://doi.org/10.1038/srep26463,Scientific Reports,NIH | California Institute for Regenerative Medicine Clinical Fellow Training | ,47,"... This is in agreement with a recent study from RoosterBio which reported cryopreservation 
in CryoStor CS5 results in MSC with high viability, IDO activity and similar cytokine secretion ...",0,0,0,0,0,0,0,0
0,No,Helena Dodziuk,Helena Dodziuk,,Helena Dodziuk,We appreciate your Polish Journal of Cardio-Thoracic Surgery paper,"Good Day Dr. Dodziuk, I found your 2022 paper - ""Applications of 3D printing in healthcare... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Applications of 3D printing in healthcare,https://doi.org/10.5114/kitp.2016.62625,Polish Journal of Cardio-Thoracic Surgery,NIH | California Institute for Regenerative Medicine Clinical Fellow Training | ,89,"... world's first ever [122] ""thaw and use"" human mesenchymal stem cells bioink is offered by 
the Swedish startup company Cellink [123] and the American stem cell company RoosterBio [...",0,0,0,0,0,0,0,0
0,No,M.S. Croughan,M.S. Croughan,,B. Lee,We appreciate your Stem Cell Manufacturing paper,"Good Day Dr. Croughan, I found your 2022 paper - ""Novel Single-Use Bioreactors for Scale-Up of Anchorage-Dependent Cell ... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Novel Single-Use Bioreactors for Scale-Up of Anchorage-Dependent Cell Manufacturing for Cell Therapies,https://doi.org/10.1016/b978-0-444-63265-4.00005-4,Stem Cell Manufacturing,NIH | California Institute for Regenerative Medicine Clinical Fellow Training | ,15,"Cell therapy is an evolving and exciting field with promising clinical potential. In order to 
allow commercial use of this therapy, the process has to be scaled up dramatically and ...",0,0,0,0,0,0,0,0
0,No,Di Wu,Di Wu,,Kan Cao,We appreciate your Nucleus paper,"Good Day Dr. Wu, I found your 2022 paper - ""Comparing lamin proteins post-translational relative stability using a... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Comparing lamin proteins post-translational relative stability using a 2A peptide-based system reveals elevated resistance of progerin to cellular degradation,https://doi.org/10.1080/19491034.2016.1260803,Nucleus,NIH | California Institute for Regenerative Medicine Clinical Fellow Training | ,8,"... Human bone marrow mesenchymal stem cells (hBM-MSCs) purchased from Rooster Bio 
were maintained in aMEM (Corning) supplemented with 10% heat-inactivated FBS (Seradigrn), ...",0,1,0,0,0,0,0,0
0,No,Nastaran Alinezhadbalalami,Nastaran Alinezhadbalalami,,Nastaran Alinezhadbalalami,We appreciate your Michigan Technological University paper,"Good Day Dr. Alinezhadbalalami, I found your 2022 paper - ""EFFECTIVE NON-VIRAL GENE DELIVERY TO MESENCHYMAL STEM CELLS USING CALC... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",EFFECTIVE NON-VIRAL GENE DELIVERY TO MESENCHYMAL STEM CELLS USING CALCIUM ALGINATE NANOPARTICLES,https://doi.org/10.37099/mtu.dc.etdr/68,Michigan Technological University,NIH | California Institute for Regenerative Medicine Clinical Fellow Training | ,0,"Sections of the third chapter will be redistributed in future publications. Nastaran 
Alinezhadbalalami will be the first author, and Dr. Ching-An Peng will be the corresponding author. ...",0,0,0,0,0,0,0,0
0,No,Yazmin I. Rovira Gonzalez,Yazmin I. Rovira Gonzalez,,Deborah A. Hursh,We appreciate your Cytotherapy paper,"Good Day Dr. Rovira Gonzalez, I found your 2022 paper - ""In vitro cytokine licensing induces persistent permissive chromatin at... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ","In vitro cytokine licensing induces persistent permissive chromatin at the Indoleamine 2,3-dioxygenase promoter",https://doi.org/10.1016/j.jcyt.2016.05.017,Cytotherapy,U.S. Food and Drug Administration | Oak Ridge Institute for Science and Education | ,23,"Background Mesenchymal stromal cells (MSCs) are being investigated as therapies for 
inflammatory diseases due to their immunosuppressive capacity. Interferon (IFN)-g treatment ...",0,0,0,0,0,0,0,0
0,No,P. Mitchell,P. Mitchell,,R. Thomas,We appreciate your Cytotherapy paper,"Good Day Dr. Mitchell, I found your 2022 paper - ""A new automated vial thawer controls the thawing of cryopreserved mese... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",A new automated vial thawer controls the thawing of cryopreserved mesenchymal stem cells to achieve high cell viability and growth potential,https://doi.org/10.1016/j.jcyt.2017.02.196,Cytotherapy,U.S. Food and Drug Administration | Oak Ridge Institute for Science and Education | ,1,,0,0,0,0,0,0,0,0
0,No,Kathy Liszewski,Kathy Liszewski,,Kathy Liszewski,We appreciate your Genetic Engineering &amp; Biotechnology News paper,"Good Day Dr. Liszewski, I found your 2022 paper - ""Streamlining Stem Cell Manufacturing... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Streamlining Stem Cell Manufacturing,https://doi.org/10.1089/gen.37.09.02,Genetic Engineering &amp; Biotechnology News,U.S. Food and Drug Administration | Oak Ridge Institute for Science and Education | ,0,"... RoosterBio to advance cell-therapy manufacturing. To generate these hMSCs, Pall contributed 
its 50 L PadReactor bioreactor and its SoloHill microcarriers, and RoosterBio ... , RoosterBio...",0,0,0,0,0,0,0,0
0,No,Poonam Sharma,Poonam Sharma,,Adam H. Hsieh,We appreciate your Annals of Biomedical Engineering paper,"Good Day Dr. Sharma, I found your 2022 paper - ""Deformability of Human Mesenchymal Stem Cells Is Dependent on Vimentin... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Deformability of Human Mesenchymal Stem Cells Is Dependent on Vimentin Intermediate Filaments,https://doi.org/10.1007/s10439-016-1787-z,Annals of Biomedical Engineering,National Science Foundation | ,22,"... cells (hMSCs) (RoosterBio; Frederick, MD) were expanded using RoosterBio Enriched 
Basal media supplemented with GTX Booster (RoosterBio) per manufacturer instructions and ...",0,0,0,0,0,0,0,0
0,No,Joshua A. Zimmermann,Joshua A. Zimmermann,"a The Wallace H. Coulter Department of Biomedical Engineering, Georgia Institute of Technology & Emory University, Atlanta, Georgia, USA",Todd C. McDevitt,We appreciate your Stem Cells Translational Medicine paper,"Good Day Dr. Zimmermann, I found your 2022 paper - ""Enhanced Immunosuppression of T Cells by Sustained Presentation of Bio... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Enhanced Immunosuppression of T Cells by Sustained Presentation of Bioactive Interferon-g Within Three-Dimensional Mesenchymal Stem Cell Constructs,https://doi.org/10.5966/sctm.2016-0044,Stem Cells Translational Medicine,National Science Foundation | ,50,"... RoosterBio MSCs demonstrated the ability to undergo adipogenic and osteogenic 
differentiation and expressed the accepted panel of surface markers (CD45 - , CD34 - , CD73 + , ...",0,0,0,0,0,0,0,0
0,No,Thomas Möller,Thomas Möller,,Paul Gatenholm,We appreciate your Plastic and Reconstructive Surgery - Global Open paper,"Good Day Dr. Möller, I found your 2022 paper - ""In Vivo Chondrogenesis in 3D Bioprinted Human Cell-laden Hydrogel Cons... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",In Vivo Chondrogenesis in 3D Bioprinted Human Cell-laden Hydrogel Constructs,https://doi.org/10.1097/gox.0000000000001227,Plastic and Reconstructive Surgery - Global Open,National Science Foundation | ,89,"... Human bone marrow-derived stem cells (hBMSCs) originally derived from a female donor 
(Rooster Bio, MD) and human nasal chondrocytes (hNCs) originated from a male donor ...",0,1,0,0,0,0,0,0
0,No,Bao‐Ngoc B. Nguyen,Bao‐Ngoc B. Nguyen,Fischell Department of BioengineeringUniversity of MarylandCollege Park Maryland20742,John P. Fisher,We appreciate your Journal of Biomedical Materials Research Part A paper,"Good Day Dr. Nguyen, I found your 2022 paper - ""<scp>C</scp>
            ollagen hydrogel scaffold promotes mesenchyma... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ","<scp>C</scp>
            ollagen hydrogel scaffold promotes mesenchymal stem cell and endothelial cell coculture for bone tissue engineering",https://doi.org/10.1002/jbm.a.36008,Journal of Biomedical Materials Research Part A,National Institute of Arthritis and Musculoskeletal and Skin Diseases | National Science Foundation | ,57,"... Bone marrow derived hMSCs were purchased from RoosterBio, Inc. and cultured in the 
accompanying high performance media kit from RoosterBio. hMSCs were passaged and given ...",0,1,0,0,0,0,0,0
0,No,Matthew W. Klinker,Matthew W. Klinker,"Division of Cellular and Gene Therapies, Center for Biologics Evaluation and Research, US Food and Drug Administration, Silver Spring, MD 20993",Steven R. Bauer,We appreciate your Proceedings of the National Academy of Sciences paper,"Good Day Dr. Klinker, I found your 2022 paper - ""Morphological features of IFN-g-stimulated mesenchymal stromal cells p... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Morphological features of IFN-g-stimulated mesenchymal stromal cells predict overall immunosuppressive capacity,https://doi.org/10.1073/pnas.1617933114,Proceedings of the National Academy of Sciences,HHS | U.S. Food and Drug Administration | HHS | U.S. Food and Drug Administration | ,106,"... standard conditions [a-MEM with 16.6% (vol/vol) lot-selected FBS], they did not effectively 
predict the immunosuppressive capacity of MSCs expanded by a different process [RoosterBio ...",0,0,0,0,0,0,0,0
0,No,Johnny Lam,Johnny Lam,,Kyung E. Sung,We appreciate your SLAS Technology paper,"Good Day Dr. Lam, I found your 2022 paper - ""Adaptation of a Simple Microfluidic Platform for High-Dimensional Quan... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Adaptation of a Simple Microfluidic Platform for High-Dimensional Quantitative Morphological Analysis of Human Mesenchymal Stromal Cells on Polystyrene-Based Substrates,https://doi.org/10.1177/2472630317726050,SLAS Technology,University of Wisconsin Carbone Cancer Center | National Institutes of Health | ,7,"... Human bone marrow-derived MSCs were purchased from RoosterBio Inc. (Frederick, MD, 
... (hMSC High Performance Media Kit, RoosterBio Inc.). Upon reaching approximately 80% ...",0,1,0,0,0,0,0,0
0,No,Peter Apelgren,Peter Apelgren,,Lars Kölby,We appreciate your PLOS ONE paper,"Good Day Dr. Apelgren, I found your 2022 paper - ""Chondrocytes and stem cells in 3D-bioprinted structures create human c... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Chondrocytes and stem cells in 3D-bioprinted structures create human cartilage in vivo,https://doi.org/10.1371/journal.pone.0189428,PLOS ONE,Sahlgrenska Akademin | ,77,"... The hBM-MSCs were cultured using an hBM-MSC high-performance media kit (RoosterBio) 
at 37C in a humidified atmosphere with 5% CO 2 , passaged after 4 days, and harvested for ...",0,0,0,0,0,0,0,0
0,No,Bárbara Cunha,Bárbara Cunha,,Paula M. Alves,We appreciate your Journal of Biotechnology paper,"Good Day Dr. Cunha, I found your 2022 paper - ""Bioprocess integration for human mesenchymal stem cells: From up to do... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Bioprocess integration for human mesenchymal stem cells: From up to downstream processing scale-up to cell proteome characterization,https://doi.org/10.1016/j.jbiotec.2017.01.014,Journal of Biotechnology,"MIT-Portugal Program, Fundação para a Ciência e Tecnologia | iNOVA4Health Research Unit | FCT/Ministério da Ciência e do Ensino Superior | FEDER | FCT | ",46,"To deliver the required cell numbers and doses to therapy, scaling-up production and 
purification processes (at least to the liter-scale) while maintaining cells' characteristics is ...",0,0,0,0,0,0,0,0
0,No,Anthony J. Burand,Anthony J. Burand,"Department of Biomedical Engineering, University of Iowa, Iowa City, Iowa.",James A. Ankrum,We appreciate your Advances in Wound Care paper,"Good Day Dr. Burand, I found your 2022 paper - ""A Low-Cost Technique for Intraoperative Imaging of Cell Delivery and R... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",A Low-Cost Technique for Intraoperative Imaging of Cell Delivery and Retention in a Model of Delayed Wound Healing,https://doi.org/10.1089/wound.2017.0751,Advances in Wound Care,"MIT-Portugal Program, Fundação para a Ciência e Tecnologia | iNOVA4Health Research Unit | FCT/Ministério da Ciência e do Ensino Superior | FEDER | FCT | ",1,"... stromal cells or MSCs were obtained from RoosterBio and cultured in minimal essential 
medium ... MSCs from RoosterBio are evaluated according to the ISCT minimal criteria 3 and are ...",0,0,0,0,0,0,0,0
0,No,J. Morris,J. Morris,,S. Ward,We appreciate your Cytotherapy paper,"Good Day Dr. Morris, I found your 2022 paper - ""Completing the cold chain: The development of GMP compliant dry thawer... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Completing the cold chain: The development of GMP compliant dry thawers,https://doi.org/10.1016/j.jcyt.2017.02.150,Cytotherapy,"MIT-Portugal Program, Fundação para a Ciência e Tecnologia | iNOVA4Health Research Unit | FCT/Ministério da Ciência e do Ensino Superior | FEDER | FCT | ",0,,0,0,0,0,0,0,0,0
0,No,Lauren H. Mangum,Lauren H. Mangum,"Combat Trauma and Burn Injury Research, US Army Institute of Surgical Research, San Antonio Military Medical Center, JBSA Ft Sam Houston, San Antonio, TX, USA",Robert J. Christy,We appreciate your Stem Cells International paper,"Good Day Dr. Mangum, I found your 2022 paper - ""Tissue Source and Cell Expansion Condition Influence Phenotypic Change... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Tissue Source and Cell Expansion Condition Influence Phenotypic Changes of Adipose-Derived Stem Cells,https://doi.org/10.1155/2017/7108458,Stem Cells International,U.S. Army Medical Research and Materiel Command | ,9,"... significantly altered when compared to those of Rooster Bio ASCs. However, when cells 
were expanded in the presence of hPL, CD105 was significantly reduced in HAP and BH ...",1,0,0,0,0,0,0,0
0,No,Zheng Yang,Zheng Yang,,James H. P. Hui,We appreciate your Journal of Biomaterials and Tissue Engineering paper,"Good Day Dr. Yang, I found your 2022 paper - ""Influence of Fibrinogen Concentration on Mesenchymal Stem Cells and Ch... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Influence of Fibrinogen Concentration on Mesenchymal Stem Cells and Chondrocytes Chondrogenesis in Fibrin Hydrogels,https://doi.org/10.1166/jbt.2017.1672,Journal of Biomaterials and Tissue Engineering,U.S. Army Medical Research and Materiel Command | ,5,"As scaffolding material, fibrin hydrogel has been used for the treatment of cartilage defects, 
for the implantation of both chondrocytes and mesenchymal stem cells (MSC). Despite the ...",0,0,0,0,0,0,0,0
0,No,G. A. Calderon,G. A. Calderon,Department of Bioengineering,J. S. Miller,We appreciate your Biomaterials Science paper,"Good Day Dr. Calderon, I found your 2022 paper - ""Tubulogenesis of co-cultured human iPS-derived endothelial cells and h... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Tubulogenesis of co-cultured human iPS-derived endothelial cells and human mesenchymal stem cells in fibrin and gelatin methacrylate gels,https://doi.org/10.1039/c7bm00223h,Biomaterials Science,National Science Foundation | National Institutes of Health | Cancer Prevention and Research Institute of Texas | ,31,"Here, we investigate the tubulogenic potential of commercially-sourced iPS-ECs with and 
without supporting commercially-sourced hMSCs within 3D natural fibrin or semi-synthetic ...",0,0,0,0,0,0,0,0
0,No,Tzu-Pin Shentu,Tzu-Pin Shentu,,James S. Hagood,We appreciate your Scientific Reports paper,"Good Day Dr. Shentu, I found your 2022 paper - ""Thy-1 dependent uptake of mesenchymal stem cell-derived extracellular ... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Thy-1 dependent uptake of mesenchymal stem cell-derived extracellular vesicles blocks myofibroblastic differentiation,https://doi.org/10.1038/s41598-017-18288-9,Scientific Reports,National Science Foundation | National Institutes of Health | Cancer Prevention and Research Institute of Texas | ,55,"... Human bone marrow-derived MSCs and culture medium were purchased from RoosterBio 
... between passages 2-5 using proprietary RoosterBio culture media. Human lung fibroblasts (...",0,1,0,0,1,0,0,0
0,No,Barbara A. Christy,Barbara A. Christy,,Andrew P. Cap,We appreciate your Journal of Trauma and Acute Care Surgery paper,"Good Day Dr. Christy, I found your 2022 paper - ""Procoagulant activity of human mesenchymal stem cells... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Procoagulant activity of human mesenchymal stem cells,https://doi.org/10.1097/ta.0000000000001485,Journal of Trauma and Acute Care Surgery,National Science Foundation | National Institutes of Health | Cancer Prevention and Research Institute of Texas | ,63,"BACKGROUND Allogeneic mesenchymal stem cells (MSCs) show great potential for the 
treatment of military and civilian trauma based on their reduced immunogenicity and ability to ...",0,0,0,0,0,0,0,0
0,No,D. Splan,D. Splan,,M.S. Szczypka,We appreciate your Cytotherapy paper,"Good Day Dr. Splan, I found your 2022 paper - ""Rapid and robust large-scale expansion of high quality human mesenchym... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Rapid and robust large-scale expansion of high quality human mesenchymal stem cells for use in regenerative medicine applications,https://doi.org/10.1016/j.jcyt.2017.02.214,Cytotherapy,National Science Foundation | National Institutes of Health | Cancer Prevention and Research Institute of Texas | ,0,,0,0,0,0,0,0,0,0
0,No,Yoon Khei Ho,Yoon Khei Ho,"Bioprocessing Technology Institute, Agency for Science, Technology, and Research (A*STAR), 138668 Singapore",Heng Phon Too,We appreciate your Nucleic Acids Research paper,"Good Day Dr. Ho, I found your 2022 paper - ""Enhanced non-viral gene delivery by coordinated endosomal release and ... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Enhanced non-viral gene delivery by coordinated endosomal release and inhibition of b-tubulin deactylase,https://doi.org/10.1093/nar/gkw1143,Nucleic Acids Research,National Science Foundation | National Institutes of Health | Cancer Prevention and Research Institute of Texas | ,22,"Efficient non-viral gene delivery is highly desirable but often unattainable with some cell-types. 
We report here that non-viral DNA polyplexes can efficiently transfect differentiated ...",0,0,0,0,0,0,0,0
